ts_iso,avg_cwnd_pkts,avg_rtt_ms,num_conns_with_cwnd
2026-03-18T17:48:23.403724+00:00,2.0,50.459,1
2026-03-18T17:48:23.613465+00:00,2.0,50.459,1
2026-03-18T17:48:23.824205+00:00,2.0,50.459,1
2026-03-18T17:48:24.034556+00:00,2.0,50.459,1
2026-03-18T17:48:24.244845+00:00,2.0,50.459,1
2026-03-18T17:48:24.453814+00:00,2.0,50.459,1
2026-03-18T17:48:24.663461+00:00,2.0,50.459,1
2026-03-18T17:48:24.873756+00:00,2.0,50.459,1
2026-03-18T17:48:25.085983+00:00,2.0,50.459,1
2026-03-18T17:48:25.293879+00:00,2.0,50.459,1
2026-03-18T17:48:25.504362+00:00,2.0,50.459,1
2026-03-18T17:48:25.716598+00:00,2.0,50.459,1
2026-03-18T17:48:25.927020+00:00,2.0,50.459,1
2026-03-18T17:48:26.137354+00:00,2.0,50.459,1
2026-03-18T17:48:26.346455+00:00,2.0,50.459,1
2026-03-18T17:48:26.556057+00:00,2.0,50.459,1
2026-03-18T17:48:26.762559+00:00,2.0,50.459,1
2026-03-18T17:48:26.967956+00:00,2.0,50.459,1
2026-03-18T17:48:27.173334+00:00,2.0,50.459,1
2026-03-18T17:48:27.379778+00:00,2.0,50.459,1
2026-03-18T17:48:27.582548+00:00,2.0,50.459,1
2026-03-18T17:48:27.786949+00:00,2.0,50.459,1
2026-03-18T17:48:28.001383+00:00,2.0,50.459,1
2026-03-18T17:48:28.212337+00:00,2.0,50.459,1
2026-03-18T17:48:28.419184+00:00,2.0,50.459,1
2026-03-18T17:48:28.628632+00:00,2.0,50.459,1
2026-03-18T17:48:28.840134+00:00,2.0,50.459,1
2026-03-18T17:48:29.048853+00:00,2.0,50.459,1
2026-03-18T17:48:29.258895+00:00,2.0,50.459,1
2026-03-18T17:48:29.469458+00:00,2.0,50.459,1
2026-03-18T17:48:29.678231+00:00,2.0,50.459,1
2026-03-18T17:48:29.888508+00:00,2.0,50.459,1
2026-03-18T17:48:30.098265+00:00,2.0,50.459,1
2026-03-18T17:48:30.307691+00:00,2.0,50.459,1
2026-03-18T17:48:30.516180+00:00,2.0,50.459,1
2026-03-18T17:48:30.724405+00:00,2.0,50.459,1
2026-03-18T17:48:30.934492+00:00,2.0,50.459,1
2026-03-18T17:48:31.143347+00:00,2.0,50.459,1
2026-03-18T17:48:31.351976+00:00,2.0,50.459,1
2026-03-18T17:48:31.559835+00:00,2.0,50.459,1
2026-03-18T17:48:31.774803+00:00,2.0,50.459,1
2026-03-18T17:48:31.988060+00:00,2.0,50.459,1
2026-03-18T17:48:32.191933+00:00,2.0,50.459,1
2026-03-18T17:48:32.397943+00:00,2.0,50.459,1
2026-03-18T17:48:32.609000+00:00,2.0,50.459,1
2026-03-18T17:48:32.819182+00:00,2.0,50.459,1
2026-03-18T17:48:33.029343+00:00,2.0,50.459,1
2026-03-18T17:48:33.239760+00:00,2.0,50.459,1
2026-03-18T17:48:33.451305+00:00,2.0,50.459,1
2026-03-18T17:48:33.662846+00:00,2.0,50.459,1
