ts_iso,target,rtt_ms
2026-03-18T17:45:09.115067+00:00,1.1.1.1,13.7
2026-03-18T17:45:09.317033+00:00,1.1.1.1,13.8
2026-03-18T17:45:09.517783+00:00,1.1.1.1,13.4
2026-03-18T17:45:09.718726+00:00,1.1.1.1,13.5
2026-03-18T17:45:09.921933+00:00,1.1.1.1,15.7
2026-03-18T17:45:10.120602+00:00,1.1.1.1,13.4
2026-03-18T17:45:10.321260+00:00,1.1.1.1,13.4
2026-03-18T17:45:10.522270+00:00,1.1.1.1,13.7
2026-03-18T17:45:10.723162+00:00,1.1.1.1,13.6
2026-03-18T17:45:10.923976+00:00,1.1.1.1,13.6
2026-03-18T17:45:11.124744+00:00,1.1.1.1,13.5
2026-03-18T17:45:11.325842+00:00,1.1.1.1,13.8
2026-03-18T17:45:11.526724+00:00,1.1.1.1,13.6
2026-03-18T17:45:11.727507+00:00,1.1.1.1,13.5
2026-03-18T17:45:11.927451+00:00,1.1.1.1,13.7
2026-03-18T17:45:12.128605+00:00,1.1.1.1,13.9
2026-03-18T17:45:12.338243+00:00,1.1.1.1,22.4
2026-03-18T17:45:12.530309+00:00,1.1.1.1,13.8
2026-03-18T17:45:12.731189+00:00,1.1.1.1,13.6
2026-03-18T17:45:12.930958+00:00,1.1.1.1,13.5
2026-03-18T17:45:13.145326+00:00,1.1.1.1,27.1
2026-03-18T17:45:13.332114+00:00,1.1.1.1,13.6
2026-03-18T17:45:13.532859+00:00,1.1.1.1,13.5
2026-03-18T17:45:13.738593+00:00,1.1.1.1,18.4
2026-03-18T17:45:13.933436+00:00,1.1.1.1,13.6
2026-03-18T17:45:14.134475+00:00,1.1.1.1,13.8
2026-03-18T17:45:14.335262+00:00,1.1.1.1,13.5
2026-03-18T17:45:14.536268+00:00,1.1.1.1,13.8
2026-03-18T17:45:14.737073+00:00,1.1.1.1,13.6
2026-03-18T17:45:14.936670+00:00,1.1.1.1,13.4
2026-03-18T17:45:15.153970+00:00,1.1.1.1,30.0
2026-03-18T17:45:15.337818+00:00,1.1.1.1,13.6
2026-03-18T17:45:15.538808+00:00,1.1.1.1,13.7
2026-03-18T17:45:15.739483+00:00,1.1.1.1,13.4
2026-03-18T17:45:15.940367+00:00,1.1.1.1,13.6
2026-03-18T17:45:16.141299+00:00,1.1.1.1,13.7
2026-03-18T17:45:16.342347+00:00,1.1.1.1,13.8
2026-03-18T17:45:16.543529+00:00,1.1.1.1,13.9
